고객번호,성별,연령대,투자성향,자산구간,주거래상품군,라이프스타일,서비스등급,총투자기간,주거래업종구분
cb6418f1658ed35fe429245dcb337265371997d20ce7757d37bd4291e1f5ddc8,1,3,4,2,2,3,5,2,13
ba946f65f8ec320f81b36e3a78be0976eb5927dd853366e63b939a54c3a7626f,1,6,99,2,2,5,5,3,10
fcffa43c458ff1a7cda09d710e3138bdc5edb898b6c2594358678eecf7805122,2,9,5,5,2,9,2,3,10
02a5c21680fc0dae15e866e68ca7d0542604a4e3c90be3f6fe8029d6c3c35e27,1,3,99,3,2,3,5,3,10
bb034e79073581aaaad2d4fe1cc6b76eed39516d91a658ea758f2966c14ebd2f,1,7,99,1,2,7,9,5,9
8b5f2605ab95691808ec3c8f71bec7e194f416317084c3fa02a419fcbf0c1eea,1,7,99,2,2,5,3,3,2
5cb0b69a7e02f5e48afb3d258eb0b89bf53a05b60abba4cff783386354c1d8ae,2,3,3,5,3,4,3,3,16
3fb352d509385551c6afcc8f7678bb63aafb1e15eb33266f06816477d443a498,2,6,99,1,2,5,9,2,2
7bb35043ae22f7428fb8429ebe9a6a7cb2667de8dbb13296665f1cf3fc43c0dd,1,2,4,2,2,2,5,3,10
00de0358103bff6f35b8ed7fd48afe816b88d288166488052bc3e601c732d2a1,1,9,99,2,2,9,5,3,11
c2ad1c6d4a3106bdf941b551df95b23e4c8944ff2bc4a375800659de78f7e442,2,4,99,4,2,4,4,3,6
0e50288a9e6b1646735fa30979e5dc7858967f52f19e024ee46761d9b69979f9,2,7,99,5,2,6,3,3,8
61d4fb40d51a934fa342853cf19230056ef5190d59ae2b6ad387253b7492a5e3,2,6,5,5,2,6,3,3,8
b57166300e0432196fdde46ec748fa53c9c4043547e8a720d337a02dec3975c8,2,7,3,2,2,8,5,3,16
055914e6336659628f75ef01887e41c1f640667442cb62acfd5aa710fcbd8f9b,2,7,2,2,2,6,5,3,5
900a6101ee2bb3261a9aa2d16d54285d4b6bb4f52b9a799ef1d92a4999ea1dc8,1,3,2,1,2,3,9,3,2
29f3112c16a34584f79b32181180c41afddee58252baefd87d91d5464846a30a,2,8,99,1,2,8,9,2,16
fa3ec2423aa6d19844930b32893bf7714bc8c76c458f3fc7c8aaa22ee0869827,2,5,4,2,2,8,4,3,10
f40909a9addc0dc7add9ba09d1f0db3f19e5a40ac513477a4dd0be4e7d723e93,1,5,5,1,2,5,4,6,16
eb87c855584223d11be65c0ff9859248894ddb31b399341b4970fe5e55ae2ec2,1,7,99,1,2,5,9,3,16
6625ab92ba25fd3cb56dccf9595c8305f0f483d1e8905ab12f56f979fa2daf2f,2,5,99,1,2,6,9,1,1
2d48495b3dca05550b4c41381a519ad22a61847923f2040cdeffac74f3cb5577,2,6,99,1,2,5,9,2,5
f3cb8f16b3eed37ee7756543a106d3e960745cbc15a6ed03dce05d702b4e4f24,1,1,99,1,2,2,9,2,7
be01852ba2e84ed98c305df555e7843a90ee37937bb22a5b800fac76fa962517,2,1,99,2,2,2,5,3,11
38b5312a71cf7312d780fd7a05060791dd888adb456cfc7862d2a9cca26fe3c7,2,4,2,2,2,4,9,3,8
c709dbd04fd8f04bb188505fe16ffb259eb58bb0684eba682acf389d6ac3fe4b,1,7,5,4,3,5,3,3,14
2662a359344f89663358d4e90986a83975922105029dd91f84f47d34edb25ee5,1,8,99,5,2,5,3,3,9
301c51ecbaaea938230fae359cefad3ba3ceaf0f13f9e9adc91791bc32a56b01,2,5,2,3,2,5,4,3,5
c13bd32bfca47cdc707bb852d52c9916e72f6cef070b62ca80c5f6bf737851e7,2,4,99,1,2,4,9,2,9
4998f1592690ac6f254fb2918a3a25f133478892e5656b187c20d8de33293a60,1,2,2,1,1,2,9,2,10
43571a5f150c1d9145bb69527431acd8ccd41518f5d2cdfe20c3bcbac9c858b3,1,7,3,4,2,5,4,3,13
e9c2e9530b914dec43baa637d0514ff5b24eb7d8be390861421c14692929e279,2,8,5,1,2,5,5,3,13
3e6ef7f47ec8aa85294cb88753f00e8ce9a1f05fad4e4bc34d2ed370561e7aca,1,7,5,3,2,7,5,3,10
d801b49d1266dd937594c862f0cbec0235a6114542ff4c50ea92e2cd8a2b18c0,1,4,5,6,2,3,2,3,10
0ff636ae2732c0e55753a527d725633acb02af59b7eda67b340924e2d9779ed1,1,3,4,6,2,3,1,3,9
88d8b882c5f92792724336085d3a0737d05f53719ab8c2b10c5435ad2138d656,1,3,2,1,2,3,9,1,16
81b5b89a45695c731ed17ef0ba36ad22b463fe7d09971d520542c4124777f2e0,1,3,4,2,2,3,4,3,14
6a5536e8d0609a288b2f3de452b7f878084fad135232984841b837815ca7c05a,2,6,99,1,2,5,9,1,14
c516b252a3d748e4d196f8e59614190ea5f0716b4ea746e56943bb61a57f1571,1,6,2,1,2,5,9,2,12
1e1af60cf7318deadd5345712a2e1fcc3304904b10e7e34d0c7acdfad8db21cc,1,6,99,1,2,5,9,3,8
02580d98e803512eb76c095c1f879735e9e01a48f7e6c9203270bbefdc0f597e,2,9,99,2,2,9,5,3,12
1bb90f04120e631132f5c8cfc666acc9523751fed4041dde0068c4528ea27694,1,6,2,5,2,7,2,3,10
f9572cc65dd0be1236f8d5a68dd28e8a7bd1273556cd9aa34af0ae571f8011e8,1,2,1,2,2,2,5,3,13
03b0ae8497f52952cd87498b659e0ec81c0c407e46694b802c9cf45712da77ff,2,2,3,2,2,2,5,3,13
64b0fa14eba7fa2070cf19c6696164440a69c585a36ae7d119b5ec41262caf15,2,6,5,5,2,6,3,3,4
eb28946f5ce1063635404933350a3834f39e860618cac7ebd975596927483835,1,2,3,1,2,2,5,3,13
75fa54d32dfef24e66276dd05760719f8009a95ca5be3e36fc7ca26db1ad2cd3,2,9,3,4,2,9,4,3,13
f514b5931856148559a11945b567cdd9ddb61486b4bd40285b1d88dd786b0c61,2,6,99,1,2,5,9,3,16
6beda314b52acf580486b65722dfae432e350a3221cf24c94ee3f4f53f772c28,1,4,99,1,2,3,9,3,16
e2edc19bf368aa28941121c701fdc80799430fe83cde61259d41ea90ec01ffbc,2,4,3,2,2,4,5,3,5
14d4e2e8f47fdd5ef79c7a080fa808ece4fa0d6e7746c05bdf71cb66486afef0,1,4,3,1,2,3,9,3,9
74f8dfdc4a423e679402f0a64ac043014a86f13367066dc7bfe0fba78115c7f0,1,1,4,1,2,2,9,2,14
929e4ff8ca5e39f622c94e39eab3e4013b2c572417d96614243c90657ee5696c,1,3,3,4,2,3,2,3,13
f1eaf9c6993f51a36b55c5fa633461923d1a36fc034a2c3ff8e8770be2d45cd4,1,6,2,3,2,7,4,2,9
e841b3c42e554bba1517363e62465f0c63f64be2dafee478c9e76782c86675ee,1,2,3,2,2,2,5,1,10
4d5d0ca3ba5b412445f4d3e7316ab0b8cd690765d1ab262aad2e0bc767870588,2,5,99,2,2,5,5,3,16
bf087a7587cd41a3953cec80769a3a5dd1bde749f2bab521c74a1dce9b919ea0,1,4,4,4,2,3,3,3,13
7982a65d7faca795c892bd66e4bb126a55fa8e34c5b04d1d7a0aafc9b116033c,1,5,3,3,2,5,4,3,14
3f7a05282dd0916a3bb7b1a4ed2a18908cf54c5b5cb7090db4ae6b39417a8feb,1,5,5,5,2,5,3,3,12
57c94b98c1f449f2b253a70f99359bf5eabe1557d8d3ee5d534dd98ef0a061dd,1,5,99,2,2,5,5,3,13
9f9130e0a541af4bbd9817209d0793ea5ea498fc6aca6751b155e14d9f3a833d,1,5,3,1,2,7,5,3,5
3d45ddb316b6978a157e0af9a45f569c9419d7c590913f85ab5581e7dc7433e9,1,4,99,1,2,3,9,3,16
1fbb66cd61810eaa8480e40c4d8e1022d82f551d51fd806b0d9ead24bbce79e7,2,2,2,1,2,2,9,2,14
bd8e27f96e2551f28bc7c2414fcf2ec98435788e207be33cfb1e0f48fa940d04,2,4,4,2,2,4,9,2,6
4124b470a4f1b200f15fb035b5d709355403cf5168679c9889648dbcb0dc2992,2,6,3,5,2,5,4,3,12
3ec5a24e83f9062b02e323336fc549ea66043c4a25769a1cb2a5def90b4fa953,1,5,4,3,2,5,3,3,7
b564b596a357d8acc9ad435e4e66789e25157811493f2b09e2d1b21a7885d456,1,7,99,3,2,7,4,3,10
2344d1c8efe5e1c2219dbb6b83784167bd87b855beccbf829a4c967e129ee433,1,3,3,2,2,3,5,2,10
17826a8a584617e52ab43d8e31e620f3fac00c6b4560789c9960ae89c748fff4,1,5,5,1,2,5,5,2,10
5d11514a225c9d4c8b22ac684c6b53b72c7784474b455570c91ca500ebd94116,1,7,3,6,2,5,2,3,10
a158bafb6f2f3b1f83364d385e528ea0834b9a3cf691b0a4371a54a24cfb41d8,1,2,4,2,2,2,5,3,10
8bad4644f9a8f46580f8123aefeb662e248828d467b2c4245b1c054fb1ab3ad4,1,2,3,1,2,2,9,1,2
eda33f61fba7d6bc19647623878eabbc6f963d4137d85b9d0a2e59565728b8af,2,2,99,2,2,2,9,2,10
45bef7393f506349517c665cc941538ad775990b27ef0de668f0c2cade1db7bc,1,7,2,5,2,7,3,3,5
48cfdbed2b0aa69adcfd71c544b85d605b8a4076f798126d53daa9affba2d81c,1,6,5,2,2,5,4,3,5
3c8142c21be070dada0a689a3a86f267e2ceb01595c9fe85ea2d4d6968723040,1,3,5,4,2,3,4,3,7
b61aa0e71e1f69fa3ee51f1ed1efa92e81b1b2b178a4b1668e61e0add99fbb01,1,5,99,1,2,5,9,1,9
57d8ca6008c95fc270a6fa71976fb0960ceb4664637adc6fd4292699dc9b16c0,1,1,2,1,3,2,5,2,6
a2108a94e6193830c6d0f4c47c23013129f154e70be7f849b6ed4031a351deeb,2,7,99,1,2,5,9,3,16
cd8a45eb8a6686d5110f1028116321333444f6fe5a41e0f147b1b198ac17267b,1,1,4,1,2,2,9,3,16
749c73a4b495647da5f3c7be10e85e1b1addc8bf5f9867e03a1c870be70fc140,2,7,99,4,2,6,4,2,16
66a9f260587190e462ca086568f5baea11e34f13ba2783fa08281fcc803e8c39,2,3,2,2,2,4,5,3,5
104becbef68d9ea28f5431ecde5cc116a6c26579de94853e72b181419ebaa928,2,3,3,3,2,4,9,3,13
e11cf587a35aaa9dde25de488faee74d2cda056b9987637f966fa0275e97598d,2,2,2,2,2,2,9,3,9
4be841a7d281ae3a5349998a626fb601eca74f18ab3ed6f83de948eed7f28a5c,1,3,5,4,2,3,2,2,2
6bad18227cadfde11ab85a30f90a519f2e2358362407b3801d2349af224182b7,2,2,3,1,2,2,9,3,14
d7e47cd50d6a653e5695e4087a45a0d416721891bb8308c2ac25de035ddf4a44,2,5,99,1,2,8,9,3,16
25f54451d7a299b434975b959c773e481113476e991a4893064892d01dec88da,1,2,2,1,2,2,9,1,16
7d1bbfc240ab45a8d5f92fd5e7b7883cf891df4b13fb33772e7f6cdd62630ba7,2,6,99,1,2,5,9,2,10
7b40cd274d8886527a9a531d94acbbdfb6e940305ebd59649c8e100ea21cd0fc,1,9,2,3,2,9,4,3,16
8cc32ed2cce2d2a7ba12665855b472cf9b1a8ecadfb091aaab12e5dda1460d3f,1,2,3,2,3,2,5,3,6
f5e6e12788b7910a144866fcb28f140ad1fd7539a37545075c56ea62f0e28552,1,5,5,2,2,5,5,3,10
5227d5d582f275f2627d3e9e4281c5294c1a86027344291c02876e8159c66138,2,8,99,1,2,6,9,2,11
3a615e812eb343f547c36a9c0d9eded15a14f59fb3af3829ddc9255627e6cc8e,1,9,5,2,2,9,5,3,10
db8afd72a3040eaaa80917a98d96369855ca0c33da1636c3bdd7fe99e0ef57ec,2,9,99,3,2,9,4,3,10
1e08eb3e6ec8d9e93a3aa108526c13473e924abf487df0536e87aba8a3c5b2bf,2,6,99,5,2,6,3,3,10
645f8472a9e1f5f04067a1ba6cf04657ad52a6510567c054eb5f3d4938985df4,1,6,3,2,2,5,5,3,6
b1d247c846e3cb4db78480a65f7dd5fa6f881aa019f5fb5c29458c9bbfc14c9c,1,2,99,1,2,2,9,1,10
08419ff887aca8e93afd9462947994e2e127db3dca93a0e78ce5bdf310f017c7,1,2,3,2,2,2,5,3,10
ba2e6995d71a58d03f32614224decaf700a88f6c1da6f2c686ca78662fc974c1,1,4,5,4,2,3,3,5,10
11f986f128f4f7e9bbb4083d212175977f2abeb5444943a70d109e6d57bdb11f,1,2,0,1,2,2,9,2,9
1f27957303dabca517ea376225b3cb4509172ca1a68aa5211ed63bc51ea39cd7,2,5,3,2,2,6,5,3,16
6952c755026a18821c287dcd0ae056a3ee4587de8190b3f97ed5ad75530a1567,2,2,3,2,2,2,5,3,10
750016158b9aa2acda5aac88276f7721a7ddb9ccc70f58dbd44835189e09c152,1,2,4,2,2,2,5,2,10
00a4f5357f3b3855699f3670866c5fb33baf794e173cbb138491076296ace194,2,3,4,4,2,4,4,3,14
4a974027a6f86a30e6e6c40a4c4e9cf06191681fd501a9784e631db0b19649ff,1,7,2,2,2,5,5,2,8
37fa970c4c711dada6b30a7aaa6a659f082179ccf072c184a06e79a4e7b0e876,1,3,3,1,2,3,9,5,14
9c96240ab46145aa9f52c2a04e452a7f278bc0b3bbea6cd853f0af1d649ae962,2,2,0,1,2,2,9,3,16
c24766360825723a698cd3c68d8aa1cd78f4b8dd87c0b95dc74a481be35a82e3,1,2,99,1,2,2,9,3,5
10222a4d2a2ec8fc5d8254b040c00a48ec9a724b86ac2481e1c06568ba3a742f,1,1,1,1,2,2,9,3,16
6050519c02169c59362b4b51a1bb6eec07555d50d7f412def45398834bb3921f,1,5,3,1,2,5,9,3,9
7de9a7101b84eaff0de13da4616d8f1b65f2bc1a08b894b9d9bb408da15a48ad,1,2,2,2,2,2,5,3,10
c9dd9d68781f731684fdf603af63c59bf75df13fe402d038e651e68c4fe23086,2,3,1,4,2,4,4,3,7
9a170afcb0f4e9d599aef0515d7a3b914acd29b68e07c44b55cb5d0a07e95dd5,2,2,3,1,2,2,9,3,16
d86394d5a40a291f8290618f9cbbb23dda37c5c3773e8194520ed7341d50ace5,1,6,4,4,2,5,3,3,10
68fde7724ac252c293255795676abcbed02aba2521e46db413cd0d6a41efe765,1,5,99,1,2,5,9,3,16
107d6360b28589b18829cccd7bd4a8b64e260d337c615dd9bcc7bfb6e43ea317,1,8,99,4,2,5,4,3,8
ae853a211dfffa728a77aa3cebe45bb0fadda544c08c9ecfe1ac8bc67a3d3d14,1,3,4,2,3,3,4,2,14
dbbcb5e4822f37b29d461bc3ae0d5402cf66a765661b91f8e530ee389139b56e,1,1,2,2,2,2,4,2,9
899c09299b79f0061fc3bde5f610561b23511b5aacd938335ac497e282ccba43,2,2,3,3,2,2,4,3,10
8b1f64ebc1cb3513ed5b7d6177d144e8b147ea3199f6405d2f9f08ef765f70d8,1,2,3,2,2,2,5,3,9
cc3f710efcc6a6f16af3914825680364eee2ef1a35a311df45457f063a7527e7,1,4,4,2,2,3,5,2,14
b671edd516c54917499a826b02a1e20fd79a6adf835a2d6d0481e60f69298ced,2,8,4,5,2,6,3,3,6
1818c8add32458db116f12021a816378cd0d0514f4098e05bb9a718b2421a3f9,1,8,3,2,2,5,5,3,13
52ddc666e1324bfdc2f470c823ddb4e749fdc6c447ea91f1bf32cff315a4a385,1,7,4,5,2,5,2,3,16
563c4f245d29b82423b9f2c4ad7d8af05a002dbf80718a2430660c58b1d6879f,1,4,2,2,2,3,5,3,5
6c2e6f3ebbaf6022ce0a03e2fea803cc7c0cab12504fb537951e9d96fca7ec07,1,2,99,1,2,2,9,2,9
374426dab6579742bf54b2c33b5260b2f05708345b0f773abd385797f98bd4c1,1,7,4,1,2,5,9,3,8
f41da90c1f707fa7d6c2c882a188a3b114e82c856b9ae824d1507f57f8f337f7,1,2,2,2,3,2,5,3,9
153fb2541b23b8dbc30b9b02839f9dea13067075dfb579af4ee62fd1157e37a2,1,4,99,3,2,3,4,3,5
94de008cb83e07902f0929aab02fdc8766defac60bcea17709a2baf49e58b68b,2,3,4,3,2,4,4,3,8
e30a0bcc62070bf2173c741ad126f0069bf24ef4845a9d384ea169353f430f05,1,2,2,2,2,2,9,3,13
c85a95ed3a70acab5d821b66763d5ab57cda02320c4333c82d601d6b81594896,1,7,99,4,2,7,4,3,7
cd820f3db2a10023915236a5e000b1e3ca035127ffcf9b2de9f20d4b2398b78b,1,3,99,3,2,3,5,2,16
91812dd40ac2ff183539368f72874ad01a96f72f41b8f807f561424dfca45e1a,2,2,4,2,2,2,4,2,16
8bf2667b42b34365eb16b697fe32735699ec80139cee08c8085a39865c26b80d,2,2,99,1,2,2,9,3,16
ef4635713232fa29cada83e2abbe2d352b22845814588b3632e2136fbf33621e,1,6,2,3,2,5,3,3,13
041a2844936f65b8100953b75f276f13e391cb0d3e88d23938ecc59272bf19b7,1,9,3,5,2,9,3,3,3
2af81dcb9ebab01e601627b93deb3bc7b7b08673bd07e4ac60cfd48811a592ec,1,6,4,2,2,5,9,3,6
cb6e3130d8454f2eb3e17437bf032ec4d40adfc5cc130908506aff37042ebedc,1,6,2,1,2,5,5,3,10
e54ad15e8ac0a4e557eb3a929b70544a50369958f04eaa35a06ed0a8bfe4fa04,1,2,2,1,2,2,9,1,12
fe5782b3f4453492a52ff93621af39a142fc73a69327fa80fe2c0d125cb3d6da,1,3,4,1,2,3,5,3,13
eab741e68f5d6f8ab6fffb3e61f07f57e794aa1cd5a02df82dc8a459375bd305,2,2,2,3,2,2,4,2,5
2c4fd39efdefe61bb0faccd99a3aa2136218520426cba49ee218d0c16d0213c3,2,8,2,2,2,6,9,2,9
815eca1f54a65082a712126139a9b6a33a5b1deafcda420b8623bb88efdd30b5,1,2,2,2,2,2,4,2,16
9a1c6de258d2b94b391b0dfd60fb944b137633a4e466364b07222857914402d5,1,1,4,1,2,2,9,1,9
83cde1dd1a4b2c035fcee83ed251d34ebe450b1b7eba4a67df5a4722b596b7e4,1,3,4,1,2,3,4,3,2
70caee6b4468b2c10ac56ee759e1d14dbd35dec436ad66d429df60a377cdadc6,2,6,99,3,2,8,4,2,9
8b9473a1bd659c509f797947c79d83df2edf6caa0c58520d319d5c56f3acad9e,2,2,2,3,2,2,4,3,13
8e780f4f2ddb789f61702fbb9b969f5b1269f39300aa6e20f32048135be60ae5,1,6,5,5,2,5,3,3,13
8a53864e538a1969ce8098a9b9551da6a464312e8529ddca242435823f57cc69,2,2,99,1,2,2,9,2,10
dc0ce7c695c11fc78bb05b63e4c128a4b0a99b40a6f8508842a519a10a208829,2,2,3,1,2,2,9,1,9
21169b03909fbe0be113fe49a5abdf8893b36d8069aaf3effc2167118054edeb,1,1,3,1,2,2,9,2,10
9d57c5e14b91bda42c78e3ab3a989d89bd8dfc2403f6044b670bb4d8d155b7c1,1,4,2,2,2,3,4,3,13
273c591ad2d108f39d33349ac7067a108e4f4bb617296b9ae6556ae47792c39e,2,4,3,2,2,4,5,3,16
a78aecac1327a3e3a1cd0fabc7a8c7d8171a0976d95fd9cfc4d7fece7b2e7437,2,7,99,5,2,6,3,5,13
d3c6c085d7cc2fbf4a3797dcefc5e546cbb33faaa46f8d568e311fddbf65c408,2,3,99,2,2,4,5,3,9
ea165a6a3c59b4d5594d7e2c318df0e0a2bdce73a88234734b234e4de2fdd568,2,6,0,4,2,5,4,3,7
fdb3a9484c7946f77a0c268575bc51dbef165c5af2014f701e13d09d455677c2,1,6,4,3,2,5,4,3,14
07ed9a134f8003353321f011c065b5a60137d5c45ed6a79a1b7f1e899efea289,1,4,99,1,2,3,9,1,5
298fbc1a8a33dfb53a9a8c4e0ba70c91d9317b4046852493eb83e7c2efa5980a,2,6,99,3,2,5,4,3,10
3c260fadbea92eafd50b81eeb101c69cb8aed884bbf716552fb2538c4e5bf3ee,1,5,2,5,2,7,3,3,13
8f286309c07f387dfd1d6a152c2ae7de9ab013f47293f117d5b7d4757a2d986f,1,9,99,1,2,9,9,2,13
953382f58374ee0ba43ce9741d58f7f9c0c176d91ac2c4f1ec4778ec39f87453,2,1,3,2,2,2,5,2,16
ba64b5fe313d32b23aec8ec5d8646d954c5f728212b419d36c42670f7e1b118e,2,5,0,2,2,6,5,3,2
5771cdc79b4eafaf29bbf9c8fe20eaed3c5e3451abd673e63c94a00c24053f68,1,8,3,1,2,5,2,3,6
a3bcb51a909aa06346fdcb359706ac05460cda8c97d84f59db343f592ba45420,2,4,2,1,2,4,9,3,16
15054fea299a8b2badc730b94e54cf51a9fa31f17815f1c3bde50ad8896df9d1,1,6,3,5,2,5,3,3,16
1b80497c1cf32175bd8f20f721b11d2f2c5201356c9b286cd1e174f786d4d57d,1,3,3,3,2,3,5,3,5
02eec750dae0043ae1f9e40b9fb7ccd8526e403f0dcee5098922f0d0a04e1ecc,1,2,2,2,2,2,5,3,10
cbbf5e083e3d5563e573ea35e0ef3ea92e792051b6decdb1c0790e51cd574b08,1,4,4,1,2,3,9,2,11
9b8e5923e1360e9e48b045232cdaaf422e5631b61bd5b04742768577450822f1,2,1,2,1,2,2,9,2,10
616464a35c0dc37374bfc8cbb33950ab6f7cab95450d8016d4d726d8dac64ad9,1,5,3,2,2,5,5,5,12
5f8d42ff7cb98897f0689015fd2c398e49a5c400688d4619056628f4fa07412c,1,6,2,1,2,5,9,2,7
11b7b10dc987d1ecaa588c29eba541156d0f4a8b572f4c9068e1f05dc4b4a9a5,2,2,3,2,2,2,5,2,9
c3a43189b0c24486b9980528dfd78860203e2fd152585a6df4edcb12b2a44f5b,1,4,2,1,2,3,9,1,7
c3bee1683e267283fbcf657fce35de051b614cc8fae04ee9e98867b7d27514da,1,3,4,1,2,3,9,3,13
081867ae5aa6dcab7c2eb8b6e58e5befdbab2ede6cde8b07e76fb9644d823b35,1,6,99,1,2,5,9,2,16
3c1affd0e373adb4f03896faf0a823abf110f227f0e5338fefa6dbfc885ebb70,2,8,5,6,2,5,2,3,10
a58f8e5daf44cb0c954766539a2f3d394af72577518c663c7e3de516ecd3537a,2,8,3,6,2,6,2,3,10
94ac53f34c0e5ca6af32ac34b0979327390c8876ccac0c39e074fa7a3eac3671,1,1,99,2,2,2,5,3,5
68b17fb77e083da497138ed4a4569607ebb1e13ff203be0dd5006ea08ce4f326,1,8,99,5,2,5,3,3,13
21e460b8c9c796b52990f626a43b09e27585b514fdf96104dcbc40a521a211c8,1,8,3,6,2,7,3,3,12
ae65761ae550604cd1a22002293e6cb2214c5fd2735584b3ef36940124fd74e2,1,4,4,1,2,3,9,3,3
6c104b6a9ea9b81ada0b9a5f315b1e211eb8ec9f86351cdb817b678daff4a8f7,1,3,99,1,2,3,9,3,5
96722b1b8960d73f841da1f31550bd47f45af29fff3f21d87c5fd96eb8f00822,1,2,2,4,2,2,4,2,9
4504b9e0a6dd95d14af7fb1590ab69685863ede5bd301d539ca3a7747ae164fc,2,4,99,1,2,4,9,1,6
52cb35271a26e198ec9e277a65aef83ca7aa986fd24406fbe4717c79373680b3,1,4,4,2,2,3,5,3,2
8e0184d05430d08479490c5dcbbc79427cb27f74645058087888f0ad1acb58a1,1,7,5,4,2,7,4,3,16
abd6362cedc81a22a535cd3d55fd3511d89fcd1baabde92d4ccd4c214346b819,1,4,4,2,2,3,4,3,9
71bf0fe573cfb976f5ecca63e5b732e0b6a3ca3d007e5a140e285e4f42708e58,2,7,99,2,2,6,5,2,15
9c6361328e945ff795ba6ae8c7f678ef6cf43d5fc191d2e172c8ac9744946ec0,2,8,2,2,2,5,5,3,13
e4c6968861e52b6a68b3e72915a1f4ed4454087e0487902c075782058d78c47d,2,2,1,1,2,2,5,2,9
1d593d2422aea28e70dc9b43f6a6145df19a8dcc1891fc5f86dd6293c48cfc83,2,7,4,3,2,5,4,3,16
d0330962a24bc745c911b73d06c15deb74f9f4266d0de4b994e2ca529f033dd1,1,4,2,1,2,3,9,2,16
7efe8fac3163f8dfcdc3804d2672f98e2f679f7f7700d520b0f9f88c5f4b6693,1,4,99,1,2,3,9,1,3
70537982dce8317591c45b1c06433c1a3c10862be1fb199fa0f9c969ddee638d,1,4,99,1,2,3,9,3,16
063b97b1f476387c132521742450ed38d692c2dc11333fb50f7e65e9952ea72f,2,2,3,1,2,2,9,1,8
3e6c13b6baea50cbaee5f437b1db36c2e94dde9eaeeadbf0f85a2e90892c2183,1,2,99,1,2,2,5,3,2
b54adec48abe98fd16932f2b87938b828461372566c5195255c71495ddf5ff77,2,7,2,5,2,8,4,3,9
a0ca1fa41aa22011e541dc318ff29b01678bfc95679741827c65886adfd3f31a,2,6,99,4,2,8,4,3,8
003fc95eb9e292fe4df020a45011bff8f64808a567d5cb4eafd4acdfba8c3a75,2,2,3,1,2,2,9,2,14
66f7273dd37f55bea2170f1b87baf73d61465512a82e5d1649d6396d473fc1d3,2,5,99,2,2,5,5,3,10
c19af9508cb9976fe1be811ae58f522660a23f7a2fe336672e8e3656fee854bc,2,5,3,3,2,6,4,3,9
b8e703db567b251ed572521e2a0e5b704a8d31dc7188f07790859eea90793ae6,1,2,4,2,2,2,5,2,16
791bbd7b00a002c89e730576d38964e5a1bb17c7e1229a72700fe6cd674cd01c,2,2,4,2,2,2,5,2,9
3578abd81099f8361b95b3ac0b179d961a2861180da44241003b3bc69ffbc516,1,3,99,1,2,3,9,1,5
0491cbe47221dd1f94508fcf9c96b23bb8fff458d8e88b60912f4cf3070175fa,1,5,4,4,2,5,4,3,10
8deb197e976b3884da4d6ce72d95cd89ced62fa408b110f663dc8fa8319adec9,1,4,4,4,2,3,4,3,3
a9b4a2d483fc98cc22b388e225b8dad8caab1659659de02bec888a3358a00bd2,1,6,4,5,2,5,3,3,2
6375bc215f1bae3c51264ba6be423ebcb62f4b1339b87a82230c2f453c2ebdf8,1,5,4,4,2,5,9,2,8
35b9f559a0904b9487e8836368e73559ecc3e62eef3344c65708ec73419546e8,1,7,4,3,2,5,4,3,13
e1fbbffe24e732b6250c82a76e00f724cf5f151d30193fcc602b418b83979d18,2,4,3,1,2,4,9,2,14
de360d633ae591823062e378cebf431c8a58290520c0ad15ac0b3f14fb067043,2,1,99,1,2,2,9,1,9
51c4c599862c3a6edaab192317fa5e11077b8f620c1de7b3c53b62c79764b4f5,2,3,2,4,2,4,4,2,6
9cc677756f5beb0b8a54908f2281b08c34fd19126f2701277b26b27d47a3e0b5,1,5,2,5,2,5,3,3,10
e772b9ca8b557ec2188ead958391e0f1b258d4d5c3837012a97106b7848f723c,1,3,2,3,2,3,4,3,5
6aa02f08811d68bee17feedf7e4376752cac598a050656461ebb7dafe4da4135,2,6,5,4,8,5,2,5,10
8b5fa1be01461d79f01f730ba3640caf56004f2dada0ffa64c36126865bf9fb8,1,5,5,4,2,5,3,3,2
fd85eae192e1e6ea9415aca5a00e65da57d91542dd0ddd43ab2c21b24222f7e7,1,7,99,5,2,5,2,3,9
61a0cddc3b52388970fb8e06dead839b374f183c31651f29f5f2993892b2ed45,2,2,2,2,2,2,5,3,2
5f919a40d8da225c032743d829f353a9bfec00982d50c3442d99cb6218aab3bb,2,2,4,1,2,2,5,2,5
507f787d10f8e1b1852c912bf59c23b53850e87820d97fa5d27cd4de491421ec,1,8,5,6,2,7,2,3,10
6a9a2f6b62d09329b492be12b110cca6d80580b358a162a1983f48a22f9fe608,2,7,99,4,2,8,4,2,13
0c4986851394d13b74383001ee8aae0613521dd697acd9e39d603820fb4ea913,1,6,4,1,2,5,9,3,5
b37be73ecd15dcb988c881934980e24c921daade2bc0c640d1a0f0c1bd8fe509,1,4,4,5,2,3,3,3,11
1bd51d375b28de7bd6195dcf1b619b79de899add1c75192e545cee7d55cb4587,1,3,2,1,2,3,5,5,10
be18d613f414cb931d0a45e4c67b9b627985f40b346465ddb15d44d4574184d4,1,2,99,1,2,2,9,2,16
91b698c5bfd5791b0342956d51c9d5e1edaa1a16fa162b9a73df30fac76287e0,1,1,99,1,2,2,9,2,16
cfe363e1e96c7bae5a49123beadc59f6b32a0c4d004f48c98e25462a40a1ade3,2,2,2,1,2,2,9,2,9
