개봉년도,제목,요약,줄거리,장르,국내외,감독,배우,포스터
2021,아들의 이름으로,"“늦었지만 이제는 해야할 일을 하려고 합니다” 
반성 없는 세상을 향해, 그의 복수가 시작된다!",1980년 5월의 광주를 잊지 못하고괴로움 속에서 살아가던 ‘오채근’(안성기)은소중한 아들과의 약속을 지키기 위해반성 없이 호의호식하며 살아가는 이들에게 복수를 하기로 마음먹는다.광주 출신의 ‘진희’(윤유선)를 만나며 더욱 결심을 굳히게 된 그는당시의 책임자 중 한 사람이었던 ‘박기준’(박근형)에게 접근하는데…,"드라마, 스릴러",1.0,이정국,"안성기, 윤유선, 박근형",https://movie-phinf.pstatic.net/20210423_52/1619163659566SWe1o_JPEG/movie_image.jpg?type=m203_290_2
2021,아무도 없는 곳,그래서 어떻게 됐어요?,"어느 이른 봄,7년 만에 서울로 돌아온 소설가 ‘창석’이우연히 만나고 헤어진여기, 길 잃은 마음의 이야기",드라마,1.0,김종관,"연우진, 김상호, 아이유",https://movie-phinf.pstatic.net/20210318_169/1616050035638vpyp7_JPEG/movie_image.jpg?type=m203_290_2
2021,아야와 마녀,마녀지망생 ‘아야’의 신비롭고 미스터리한 모험이 시작된다!,"‘동료 마녀 12명을 완전히 따돌리면 아이를 찾으러 오겠다’는 수수께끼 같은 편지와 함께 성 모어발트의 집에 맡겨진 아야. 10살이 된 어느 날, 아야는 갑자기 찾아온 마법사 벨라와 맨드레이크를 따라 미스터리한 저택에 발을 들이게 된다. 순간이동할 수 있는 문부터 비밀의 방까지 신비로움으로 가득 찬 그곳에서의 생활이 시작되고, 아야는 벨라를 돕는 조건으로 마법을 배우기로 한다. 하지만 마법은 알려주지 않고 잔심부름만 시키는 마녀 벨라.벨라를 골탕 먹이기 위한 마녀지망생 아야와말하는 고양이 토마스의 아주 특별한 주문이 시작된다!","애니메이션, 가족, 판타지",0.0,미야자키 고로,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210610_19/1623305794918z2N37_JPEG/movie_image.jpg?type=m203_290_2
2021,아웃브레이크,"사상 초유의 바이러스 발생!
숨쉬는 순간, 당신 가족의 목숨마저 앗아간다!","유례 없는 최악의 바이러스가 발생하고,팬데믹 사태로 전 세계가 혼란에 빠진다.이에, 감염병 전문의이자 보건 응급연구소 소장 ‘앤 마리’는 바이러스 감염의 사슬을 끊어내기 위해 마지막 선택을 하게 되는데…",스릴러,0.0,얀 라누엣 터전,"줄리 리브리턴, 귀욤 사이, 멜리사 디소르미스 폴린",https://movie-phinf.pstatic.net/20210709_130/1625813857013oEV88_JPEG/movie_image.jpg?type=m203_290_2
2021,아이,"홀로 버티던 세상, 서로를 만나다","누구보다 강한 생활력으로 하루하루 살아온 아동학과 졸업반의 보호종료아동 ‘아영’(김향기)돈이 필요했던 ‘아영’은 생후 6개월 된 아들 ‘혁’이를 홀로 키우는워킹맘이자 초보 엄마 ‘영채’(류현경)의 베이비시터가 된다.조금 부족하지만 어떻게든 자신의 힘으로 ‘혁’이를 키우고자 하는 ‘영채’는자신보다 더 ‘혁’이를 살뜰히 돌보는 ‘아영’의 모습에 어느새 안정을 되찾고평범한 삶을 꿈꾸기 시작한다.하지만 어느 날, ‘혁’이에게 사고가 난다.‘영채’는 모든 책임을 ‘아영’의 탓으로 돌리고,다시 ‘혁’이와 둘만 남게 된 ‘영채’는 고단한 현실에 어쩔 수 없는 선택을 하게 된다.이를 알게 된 ‘아영’은 ‘혁’이를 다시 ‘영채’의 품에 돌려놓기 위해 애를 쓰는데...상처로 가득한 세상, 우리 같이 걸을 수 있을까?",드라마,1.0,김현탁,"김향기, 류현경, 염혜란",https://movie-phinf.pstatic.net/20210210_291/1612940296044U0PKH_JPEG/movie_image.jpg?type=m203_290_2
2021,아이 엠 우먼,“ 이 노래가 제 인생을 바꿔 놓았죠 ”,"세계 3대 여성 가수 헬렌 레디!빌보드와 그래미를 접수한 시대의 디바이자 세대의 아이콘,용기있게 세상의 판을 바꾼 그녀가여자들에게 외치는 대담하고 아름다운 인생 무대가 펼쳐진다","드라마, 멜로/로맨스",0.0,문은주,"틸다 코브햄-허비, 다니엘 맥도널드, 에반 피터스",https://movie-phinf.pstatic.net/20210104_65/1609747462042ROQ5d_JPEG/movie_image.jpg?type=m203_290_2
2021,아일로,"라플란드에서 온 경이로운 성장 다큐 드라마!
아기 순록 아일로의 놀라운 여행!","핀란드 북부 라플란드, 갓 태어난 아기 순록 ‘아일로’는 광활한 침엽수림과 얼음으로 둘러싸인 숲 ‘피오르’를 지나며, 여우, 흰담비, 흰올빼미, 울버린, 곰, 늑대, 청설모, 레밍, 토끼 등 때론 적이고 때론 친구가 되는 다양한 동물들과 만난다.수많은 포식자의 위협과 예측 불허 상황 속에서 엄마의 도움으로 살아남는 법을 배우며, 아일로도 어른 순록으로 성장한다.","다큐멘터리, 드라마",0.0,기욤 미다체프스키,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210308_189/1615186121315N5aq5_JPEG/movie_image.jpg?type=m203_290_2
2021,아임 유어 맨,“난 당신의 행복을 위해 설계되었어요”,페르가몬 박물관의 고고학자 ‘알마’는 연구비 마련을 위해 완벽한 배우자를 대체할 휴머노이드 로봇을 테스트하는 실험에 참여하게 된다.그렇게 오직 ‘알마’만을 위해 뛰어난 알고리즘으로 프로그래밍된  맞춤형 로맨스 파트너 ‘톰’과 3주간의 특별한 동거를 시작하게 되는데…,"코미디, 멜로/로맨스, SF",0.0,마리아 슈라더,"마렌 에거트, 댄 스티븐스, 산드라 휠러",https://movie-phinf.pstatic.net/20210818_151/1629254256149bHEBu_JPEG/movie_image.jpg?type=m203_290_2
2021,아포칼립스: 인류 최후의 날,"절체절명의 위기, 
기계와의 싸움은 끝나지 않았다!","종말론자들이 개발한 기계들의 공격에 도륙 당한 인류.AI 로봇들은 인간의 언어를 감지해 생존자들을 추격하고,궁지에 몰린 인류의 저항은 무위의 연속이다.목숨을 걸고 탈영한 ‘토마스’는레지스탕스의 생존자 ‘릴리아’를 만나 용기를 얻게 되고,최후의 결전을 위해 기계들의 메인 통제 센터로 향한다.","액션, SF",0.0,다니엘 라볼트,"[국내] 
						
							12세 관람가",https://movie-phinf.pstatic.net/20210503_135/1620031066486xqhXv_JPEG/movie_image.jpg?type=m203_290_2
2021,아홉수 로맨스,“우리의 스물아홉수를 위하여!”,"아역배우 출신 ‘서연’, 승무원 ‘희주’, 펀드매니저 ‘가희’, 어린이 극단장 ‘보영’. 29살 동갑내기 10년 지기 네 친구들은 모두 순탄치 않은 연애로 골치다.고구마 썸남, 헛바람 공시생 남친, 쿨병 파트너, 철부지 연하 남친, 4인 4색 바람 잘날 없는 아홉수 연애사…스물의 아홉수, 청춘의 끝? 아니 새로운 시작! 너랑 안 만나면 좋은 일이 생길 거야!",멜로/로맨스,1.0,"이새별, 신효진","조한나, 이다해, 강나리",https://movie-phinf.pstatic.net/20210128_225/1611812834746NJo02_JPEG/movie_image.jpg?type=m203_290_2
2021,악인은 너무 많다 2: 제주 실종사건의 전말,"""인간만큼 천박한 동물이 있을까요?""","10년 전, 정적 '잠수함'에게 칼을 맞고 칩거하며 폐인처럼 살던 탐정 ‘강필'에게친하게 지내던 동생 '병도'가 찾아온다.제주도의 한 건설업자가 원하는 사람을 찾아주면 꽤 큰 돈을 벌 수 있다는 제안하고재정적으로 어렵던 강필은 의뢰를 받아들여 제주도로 향한다.그런데 건설업자가 찾길 바라는 실종된 감독은 수상한 점이 한두 가지가 아니다.K3리그 '승부조작'에 관여한 정황이 보이고주니어 축구교실 학부형들을 대상으로 '성매매'까지 알선했다.게다가 조사를 진행할수록 주변 사람들의 숨겨진 '이면'이 속속들이 밝혀지는데... 강필은 이 사람을 계속 찾아도 되는 걸까? 건드리면 안 되는 '진실'에 다가가는 것은 아닐까? 이 세상에 제대로 된 '정의'란 존재하긴 하는 걸까?탐정 '강필', 또다시 얽히지 말아야 할 사건에 얽혀버렸다!","느와르, 스릴러",1.0,김회근,김준배,https://movie-phinf.pstatic.net/20211022_249/1634880332392ptury_JPEG/movie_image.jpg?type=m203_290_2
2021,암모나이트,"“긴 시간의 끝, 그곳에 네가 있었다”","1840년대 영국 남부 해변 마을,생계를 위해 화석을 발굴하는 고생물학자 ‘메리’는그곳으로 요양을 위해 내려온 상류층 부인 ‘샬럿’을 만난다.너무도 다른 삶을 살아온 두 사람은거친 해안에서 화석을 찾으며, 그렇게 기적처럼 서로를 발견하고걷잡을 수 없는 사랑에 빠지게 된다.당신의 마음에 각인될 강렬한 러브 스토리가 시작된다!","드라마, 멜로/로맨스",0.0,프란시스 리,"시얼샤 로넌, 케이트 윈슬렛",https://movie-phinf.pstatic.net/20210223_152/16140611130096PApJ_JPEG/movie_image.jpg?type=m203_290_2
2021,애프터: 관계의 함정,"""달콤한 질투로 시작된 세 번째 로맨스"" 
영국 런던에서 미국 시애틀까지, 핫스팟에서 시작된 사랑의 클라이맥스!","첫사랑, 첫키스, 첫경험, 설렘 가득했던 처음을 뒤로 하고꿈을 위해 잠시 서로를 떠나게 된 하딘과 테사.각자 영국 런던과 미국 시애틀에서 롱디 연애를 앞둔 두 사람은시간과 장소를 가리지 않고 달콤한 사랑을 속삭인다.하지만 연애와 꿈의 갈림길에 선 둘은 서로에게 감춘 '누군가'의 존재와예상치 못한 비밀까지 알게 되면서 사랑의 클라이맥스에 치닫게 되는데…",멜로/로맨스,0.0,캐스틸 랜던,"조세핀 랭포드, 히어로 파인즈 티핀",https://movie-phinf.pstatic.net/20211018_155/1634523709170XHAvt_JPEG/movie_image.jpg?type=m203_290_2
2021,애플,당신을 사로잡을 가장 특별한 여운,"원인 모를 단기 기억상실증 유행병에 걸린 ‘알리스’에게 유일하게 남은 기억은 이름도 집 주소도 아닌 한 입 베어 문 사과의 맛. 며칠이 지나도 그를 찾아오는 가족이 나타나지 않자 무연고 환자로 분류된 ‘알리스’에게 병원에서는 새로운 경험들로 기억을 만들어내는 ‘인생 배우기’ 프로그램을 제안한다. 그러던 어느 날 ‘알리스’는 자신처럼 이 프로그램에 참여하고 있는 ‘안나’를 만난다.괜찮아요, 다들 잊고 사니까요.",드라마,0.0,크리스토스 니코우,"알리스 세르베탈리스, 소피아 게오르고바실리",https://movie-phinf.pstatic.net/20210412_292/1618209250689Ocdc6_JPEG/movie_image.jpg?type=m203_290_2
2021,어 굿 맨,"“세상이 뭐라고 떠들지 나도 몰라! 
그치만 우리 힘든 일 많이 겪었잖아?”","조용한 섬마을에서 함께 살고 있는 ‘벤자민’과 ‘오드’는서로를 유일하게 이해하는 6년 차 연인이다.가정을 꾸리고 싶은 두 사람은 아이를 갖기 위해 노력하지만,‘오드’가 임신을 할 수 없다는 사실을 알게 되고‘벤자민’은 그런 ‘오드’를 대신해 아이를 낳기로 결심하는데…세상의 편견과 고정관념에 맞서는용기 있는 사랑과 연대의 이야기",드라마,0.0,마리-캐스틸 멘션-솨아,노에미 메를랑,https://movie-phinf.pstatic.net/20210927_289/16327116209248TAK9_JPEG/movie_image.jpg?type=m203_290_2
2021,어니스트 씨프,"“7개의 주, 12개의 은행을 털었고 9백만불의 현금을 가지고 있다.
하지만 아무도 나를 모른다! “",희대의 폭파 전문 은행털이범 ‘톰’.어떠한 증거도 남기지 않는 뛰어난 범행으로8년간 FBI의 추적을 따돌린 그는새로운 인생을 시작하기 위해자수를 결심한다.그러나 돈을 노리는 부패한 FBI의 음모와 가공할 위협이 그를 기다리고 있는데…,"액션, 범죄, 드라마",0.0,마크 윌리엄스,리암 니슨,https://movie-phinf.pstatic.net/20210201_40/16121691943228gRLl_JPEG/movie_image.jpg?type=m203_290_2
2021,어시스턴트,"당신과 우리 모두의 하루
지금 당신은, 괜찮은가요?","꿈에 그리던 영화사에서보조 직원으로 일하게 된 ‘제인’어떤 일도 능숙하게 처리하는그녀의 일상은 평범해 보이지만,사소한 사무실 정리부터 상사의 개인적인 스케줄 관리까지하루 종일 몰아치는 잡다한 업무에 지쳐간다.그러한 일상이 반복되던 중어느 날, 신입사원으로 채용된 한 여성이 찾아오면서회사 내 부조리함을 마주하게 되는데…",드라마,0.0,키티 그린,줄리아 가너,https://movie-phinf.pstatic.net/20210727_132/1627362334974VHnGw_JPEG/movie_image.jpg?type=m203_290_2
2021,어쌔신 프리스트 벡맨,분노한 신의 암살자 VS 킬러들의 목숨을 건 대결,존경 받는 신부 벡맨은 암살자였던 과거를 숨기고 사이비 교단에서 탈출한 타비타를 입양하여 건실하게 살고 있다. 어느 날 사이비 교단의 습격으로 타비타는 납치되고 벡맨은 부상을 당한다. 분노한 벡맨은 다시 암살조직에 복귀해 총을 잡게 되고 교단이 고용한 킬러들과 목숨을 건 대결을 벌인다.,액션,0.0,가브리엘 세블로프,"데이빗 A.R. 화이트, 제프 파헤이, 버트 영",https://movie-phinf.pstatic.net/20201102_73/1604300078501TBlob_JPEG/movie_image.jpg?type=m203_290_2
2021,어웨이,"내 안의 용기와 마주하는 그 곳,
그 끝엔 무엇이 있을까..",비행기 사고로 불시착한 미지의 섬에서 소년은 알 수 없는 거대한 어둠의 존재를 맞닥뜨린다.그것을 피해 물과 식량이 풍족한 안락한 곳에서 휴식을 취하던 중우연히 날지 못하는 작은 새를 도와주고 친구가 된다.그리곤 지도와 모터 사이클을 발견하게 되는데….안락한 곳에서 안주해야 할 것인가… 아니면 떠나야 할 것인가…결국 소년은 작은 새와 함께 어둠의 존재로부터 벗어나 섬을 탈출하기 위해모터사이클을 타고 거대한 산맥과 바다를 넘는 긴 여정을 떠나게 된다.시시각각 엄습해 오는 어둠의 존재는 과연 무엇일까.. 혹시 소년의 불안과 공포일까?그리고 소년과 작은 새는 서로에게 구원이 될 수 있을까….,"애니메이션, 모험",0.0,긴츠 질발로디스,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210721_25/1626834545261PP7u8_JPEG/movie_image.jpg?type=m203_290_2
2021,언노운 아이덴티티,"아무도 믿을 수 없다! 
살고 싶다면 지금 당장 도망쳐라!","기억을 잃고 한 호텔 방에서 일어난 여자. 그리고 그 방에서 발견된 시체.지금 당장 도망쳐야 한다는 한 통의 전화를 받은 그녀는 영문도 모른 채 도망치기 시작한다.의문의 조직이 그녀를 뒤쫓기 시작하고, 여자는 일촉즉발의 상황에서자신의 언니라고 주장하는 '빅토리아'의 도움으로 가까스로 위기를 모면한다.하지만 조직은 끈질기게 그녀를 쫓아오고,여자는 조금씩 잃어버린 기억의 조각들을 되찾으면서 혼란에 빠지는데…","액션, 스릴러",0.0,로버트 파쉘 주니어,섀넌 루치오,https://movie-phinf.pstatic.net/20210723_42/1627031882745h9l1X_JPEG/movie_image.jpg?type=m203_290_2
2021,엘레강스 에스코트,"유혹이 시작된 그곳, 
앨리스의 대담한 모험이 시작된다!","카드 정지, 아파트 압류,그리고 사라진 남편.가족만을 바라보며 살아온‘앨리스’의 행복은 처참하게 무너진다.남편이 전 재산을 성매매로 탕진했다는사실을 알게 된 ‘앨리스’는그를 찾아 ‘엘레강스 에스코트’로 향하고,아이와 집을 지키기 위해남편과는 반대로그곳에서 돈을 벌기 시작하는데…",멜로/로맨스,0.0,조세핀 마케러스,"에밀리 피포니어, 클로이 보어햄",https://movie-phinf.pstatic.net/20210826_165/1629953952394nbi5I_JPEG/movie_image.jpg?type=m203_290_2
2021,엘프,"달콤한 빵 냄새 솔솔~
전설을 찾아 나선 용감한 꼬마 요정의 ‘제과점 구하기’ 대모험!","뛰어난 손재주를 가진 ‘엘프’들은 인간을 도우며 함께 지내왔지만어느 날 욕심 많은 인간에게 큰 상처를 입고 지하 세계에 숨어 지낸다.특별한 재주가 없던 꼬마 요정 ‘엘피’는 손재주를 가르쳐 줄 인간을 찾아친구 ‘벅’, ‘킵’과 함께 무시무시한 소문으로 가득한 인간세계로 모험을 떠난다.마침내 그 곳에서 제빵사 ‘테오’에게 빵 만드는 법을 배우기로 한 ‘엘피’!하지만, ‘테오’를 질투하던 라이벌이자 동생 ‘브루노’의 계략으로‘테오’는 일주일 안에 제과점에서 쫓겨날 위기에 처하고‘엘피’와 친구들은 ‘테오’를 도와 가게를 지키기로 결심하는데…과연, ‘엘피’와 친구들은 전설 속 제과점을 구하고꿈꿔왔던 제빵 기술을 배울 수 있을까?",애니메이션,0.0,우테 폰 뮌쇼폴,"손선영, 원에스더",https://movie-phinf.pstatic.net/20210111_138/1610332217962bWOYU_JPEG/movie_image.jpg?type=m203_290_2
2021,열아홉,"그 여름, 비밀이 생겼다.","괴물 같았던 아빠는 집을 떠났고, 엄마마저 사라졌으면 좋겠다는 생각이 들었던 그 날열아홉 ‘소정’은 피를 토한 채 죽어있는 엄마와 마주한다.엄마의 시신을 욕조에 숨긴 ‘소정’은 음악으로 도피하며 위태로운 홀로서기를 시작하는데…",드라마,1.0,우경희,"손영주, 정태성",https://movie-phinf.pstatic.net/20210609_190/1623218016233uptm2_JPEG/movie_image.jpg?type=m203_290_2
2021,영화의 거리,"만나고, 사랑하고, 헤어지고, ‘일’로 다시 만났다!","영화 로케이션 매니저와 감독으로 부산에서 재회한 선화와 도영.헤어진 연인에서 일로 만난 사이가 된 이들의끝났는데 끝난 것 같지 않은쎄한 fall in 럽케이션 밀당 로맨스가 시작된다!♥  fall in 럽케이션 키워드 가이드 ♥* 장르/배경: 로맨스, 현대물, 코미디, 전문직* 관계: 연인>일.만.사, 재회물, 오래된 연인, 엇갈림, 밀당, 첫눈에 반한* 여자 주인공: 로케이션매니저, 사이다녀, 능력녀, 유쾌녀, 우월녀* 남자 주인공: 영화감독, 츤데레남, 뇌섹남, 능력남, 계략남, 후회남* 이럴 때 보자: 헤어진 연인이 일로 만난 사이가 된 리얼 이불킥 로맨스가 보고 싶을 때* 공감 대사: “니 진짜 사람 속 헤집어놓는데 뭐 있네. 여기 왜 다시 왔는데”“일단 사적인 감정은 배제하고 일한 땐, 일하자”","멜로/로맨스, 코미디",1.0,김민근,"한선화, 이완",https://movie-phinf.pstatic.net/20210823_224/1629705758527Laio4_JPEG/movie_image.jpg?type=m203_290_2
2021,"오늘, 우리 2",'가족'이란 무엇일까?,"“집에서는 티격태격 밖에서는 남남처럼”, 아빠와 아들“진짜 엄마 김치 맛이 나”, 김장 날 모인 세 남매“머리 좀만 다듬자”, 아들과 아빠 그리고 아빠의 애인“이야기를 보는 우리만의 방법이 있어”, 엄마와 아들모습은 달라도 마음이 꼭 닮아 있는 New 노멀 패밀리!",드라마,1.0,"양재준, 이나연, 이준섭","기주봉, 박세준, 신지이",https://movie-phinf.pstatic.net/20210107_282/16100004884171DAHL_JPEG/movie_image.jpg?type=m203_290_2
2021,오필리아,“드디어 내 이야기를 들려줄 때가 왔군요”,"현명함과 자유로움을 지닌 오필리아는 왕비 거트루드의 총애를 받아 왕실의 시녀가 된다.왕실의 규율에 얽매이지 않는 오필리아에게 첫눈에 반한 왕자 햄릿은 운명적 사랑에 빠지지만신분의 격차로 인해 두 사람의 사랑은 위기를 맞는다.선왕의 갑작스런 죽음으로 왕국은 혼란에 빠지고,오필리아는 이 사건의 배후에 커다란 음모가 감춰져 있음을 알게 되는데…","드라마, 멜로/로맨스",0.0,클레어 맥카시,"데이지 리들리, 조지 맥케이, 나오미 왓츠",https://movie-phinf.pstatic.net/20210714_140/1626240346885Dpe03_JPEG/movie_image.jpg?type=m203_290_2
2021,올 어바웃 섹스,"우리, 솔직하게 얘기해볼까?","세이지, 케이시, 모건 세 친구가 밝히는 현실감 100% 매운 맛 섹스 스토리!",드라마,0.0,다코타 고먼,"[국내] 
						
							청소년 관람불가",https://movie-phinf.pstatic.net/20211012_181/16340232982524r3eB_JPEG/movie_image.jpg?type=m203_290_2
2021,와인 패밀리,새로운 인생을 꿈꾸나요?,"일만 하며 바쁘게 살아온 캐나다의 자동차 회사 CEO 마크.문득 남은 인생을 어떻게 살아야 할지 고민에 빠진 그는 자신의 신념에 반대하는 회사를 그만두고 고향인 이탈리아 아체렌자로 떠난다. 아름다운 작은 마을에서 순수했던 어린 시절 추억을 떠올리던 마크는 할아버지가 남긴 포도밭을 되살리고 와인을 만들기로 결심하지만, 그의 무모한 도전에 마을 주민들은 꿈 깨라며 만류하고 가족들의 반대에도 부딪히는데…쉼표가 필요한 당신을 위한 달콤한 인생 리셋 여행이 시작된다!","드라마, 코미디, 멜로/로맨스",0.0,숀 시스터나,"조 판톨리아노, 웬디 크로슨, 폴라 브랜카티",https://movie-phinf.pstatic.net/20210609_210/1623214576414CO9Bm_JPEG/movie_image.jpg?type=m203_290_2
2021,와일드 구스 레이크,절망의 끝에 선 피할 수 없는 운명!,"오토바이 갱단 리더 저우 저농은 실수로 경찰관을 살해한 뒤 현상금이 붙어 경찰과 폭력배 모두에게 쫓기는 신세가 된다. 그는 자신을 돕기 위해 왔다는 여성을 만난 뒤 휴양지 '와일드 구스 레이크'에 몸을 숨기고, 쫓기는 두 사람은 목숨을 건 위험한 도박을 하게 되는데...","액션, 범죄",0.0,디아오 이난,"호가, 계륜미",https://movie-phinf.pstatic.net/20210820_72/1629440296713LPtWu_JPEG/movie_image.jpg?type=m203_290_2
2021,와일드 마운틴 타임,"사랑이 오길 기다리고 있나요?
언젠가는 반드시 내 사랑도 찾아올 거야!","아일랜드의 한 마을에서 농장을 꾸리고 있는 ‘로즈메리’와 ‘안토니’.‘로즈메리’는 어린 시절부터 일편단심 ‘안토니’를 바라봤지만연애에는 쑥맥인 ‘안토니’는 아는 듯 모르는 듯 덤덤하기만 하다.어느 날, ‘안토니’의 아버지는 사촌 ‘아담’에게 농장을 물려주겠다 선언하고,뉴욕의 은행가인 ‘아담’은 농장을 둘러보기 위해 마을을 찾는다.어느새 ‘아담’과 ‘로즈메리’ 사이에는 미묘한 기류가 흐르기 시작하고,세 사람의 관계는 점점 꼬이기 시작하는데…운명은 우리가 정하는 거야. 한 번 부딪쳐보자",멜로/로맨스,0.0,존 패트릭 샌리,"에밀리 블런트, 제이미 도넌, 존 햄",https://movie-phinf.pstatic.net/20210303_164/1614751855308gqHoY_JPEG/movie_image.jpg?type=m203_290_2
2021,완전한 사육: 욕망의 시작,"무대를 향한 열정은 광기가 되고, 서로를 향한 관심은 집착이 된다!","코이즈미 아야노는 아방가르드한 연출 스타일로 연극계에서 주목받는 여성 감독이다.하지만 최근 들어 배우들의 연기가 연출의 뜻을 따라오지 못하면서 관객은 줄고,급기야는 신작 ‘완전한 사육’ 첫 공연을 앞두고 남자배우가 하차한다.마땅한 새 배우를 찾지 못해 공연을 취소하려던 찰나,시노다 아오이라는 청년이 오디션을 보게 해달라고 애원한다.이렇게 둘만의 무대 연습이 시작되고,아야노의 지도를 통해 아오이의 연기는 점점 소름 끼치게 변해간다.아야노는 이런 아오이에게 매력을 느끼게 되고,둘의 관계는 걷잡을 수 없는 감정의 소용돌이에 빠져들게 되는데…",드라마,0.0,카토 타쿠야,"츠키후네 사라라, 이치카와 토모히로",https://movie-phinf.pstatic.net/20211025_48/1635137376092YczfW_JPEG/movie_image.jpg?type=m203_290_2
2021,요나스 프로젝트,엄마 저도 꼭 같이 가야 해요?,"사춘기를 맞이한 11살 요나스는 버나드 할아버지와 함께 여름 휴가를 보낼 수 있게 되어 행복하다.마음 같아서는 이곳에서 평생 떠나고 싶지 않다.하지만 할아버지가 변했다. 은퇴한 이후로 할아버지의 삶은 정상궤도를 벗어난 것만 같다.요나스는 털털한 성격의 소녀 알렉스와 함께 할아버지를 예전처럼 되돌려 놓기 위해 좋은 아이디어를 생각해낸다.신뢰와 우정을 회복하기 위해 요나스가 되돌려야 할 것들이 많다.하지만 결국, 어떤 것도 예전 같지는 않을 것이다.왜냐하면, 훨씬 더 좋아질 것이 분명하니까!",가족,0.0,마티나 자코바,파벨 노비,https://movie-phinf.pstatic.net/20210910_247/1631265572414HyPbV_JPEG/movie_image.jpg?type=m203_290_2
2021,용과 주근깨 공주,"""U는 또 하나의 현실, As는 또 한 명의 당신""","아름다운 목소리를 지닌 '스즈'는 사고로 엄마를 잃은 후 더이상 노래할 수 없게 된다.평범한 나날이 계속되던 중, 우연히 가상세계 U에 접속하게 된 '스즈'.그는 그곳에서 신비로운 가수 '벨'로 다시 태어나 순식간에 세계적인 스타가 된다.그런데 '벨'의 대규모 콘서트가 열리는 어느 날, '용'이라 불리는 의문의 존재가 나타난다.큰 상처를 안고 있는 듯한 '용'에게 마음이 쓰이는 '벨', 그리고 현실의 '스즈'.과연 '스즈'의 목소리는 그에게까지 닿을 수 있을까?두 세계가 하나로 이어질 때, 기적이 일어난다!","애니메이션, 모험, 드라마",0.0,호소다 마모루,"사토 타케루, 나리타 료, 소메타니 쇼타",https://movie-phinf.pstatic.net/20210908_32/163108149823415NwH_JPEG/movie_image.jpg?type=m203_290_2
2021,용루각2: 신들의 밤,“사람 하나 찾아야겠다… 벌써부터 악취가 슬슬 풍기는구만! “,"과거 용루각 멤버였던 영찬(서지후)은 기자가 되어 현직 의원의 비리를 파헤치고 있다. 어느 날 영찬은 용루각의 브레인 승진(장의수)에게 사건과 연계된 메모리카드를 찾아와 달라고 부탁하고, 용루각에는 갑작스럽게 사라진 여고생 영은을 찾아 달라는 의뢰가 들어온다. 여고생의 실종사건을 조사하던 철민(지일주)과 지혜(박정화)는 영찬이 파헤치던 사건과 함께 신흥종교 ‘일월교’가 얽혀있음을 알게 되는데…!사라진 6명의 소녀들.. 실체가 드러날 위기에 처한 용루각! 정의를 위한 한방이 또 다시 시작된다!",미스터리,1.0,최상훈,"지일주, 정화, 장의수",https://movie-phinf.pstatic.net/20210128_206/1611825286502CtYO6_JPEG/movie_image.jpg?type=m203_290_2
2021,우리는 매일매일,세상을 향해 목소리를 내는 여성들의 네버엔딩 페미스토리,"미투운동이 한창이던 어느 날, 옛 친구들이 떠올랐다90년대 말 함께 페미니즘을 외쳤던 친구들은 지금 어떻게 살고 있을까.삶터, 일터, 가족형태 모두 다른 친구들을 찾아가 던진 질문 하나.“한국사회에서 페미니스트로 산다는 건 뭘까?”  그때나 지금이나 세상을 향해 목소리를 내는아직 끝나지 않은 우리들의 이야기가 다시 시작된다!",다큐멘터리,1.0,강유가람,"허은주, 김이승현, 유여원",https://movie-phinf.pstatic.net/20210614_156/1623649784985R6zzJ_JPEG/movie_image.jpg?type=m203_290_2
2021,워스,아카데미 작품상 수상  제작진의 감동 실화!,"9.11 테러 피해자 보상 기금 운영을 맡게 된 협상 전문 변호사 '켄(마이클 키튼)'은25개월 안에 80%의 유족 동의를 받아야만 한다.하나의 사건, 서로 다른 보상금.남겨진 이들을 위한 진심의 협상이 시작된다.",드라마,0.0,사라 코랑겔로,"마이클 키튼, 스탠리 투치",https://movie-phinf.pstatic.net/20210702_132/1625194106481bHkXl_JPEG/movie_image.jpg?type=m203_290_2
2021,원타치,밤의 지존을 놓고 벌이는 킬러들의 대진!,"매년 8천 명 이상 실종되는 도시, 도쿄.살인청부 조직들의 난립 속, 사회 정화를 위해 결성된 자경단은고아였던 '타카시'를 도쿄 최고의 킬러로 성장시킨다.법이 심판하지 못하는 자들의 킬러로 활약하던 '타카시'는조직 내 배반으로 사부를 죽이게 되고,이를 계기로 조직을 떠난 그는 주방장으로 위장해 은둔하며사부의 딸 '리나'를 지킨다.평화의 시간도 잠시, 타락한 경찰로부터 '리나'를 구하려던'타카시'의 신분은 노출되고 만다.결국 상대 조직의 킬러는 '리나'를 납치하고,타카시에게 결투를 신청한다.과연 킬러의 1인자는 누가 될 것인가?",액션,0.0,소노무라 켄스케,"미모토 마사노리, 나가세 타스쿠",https://movie-phinf.pstatic.net/20210208_116/16127628601510CsAR_JPEG/movie_image.jpg?type=m203_290_2
