title,score,review
듄,10,2시간30분 내내 집중해서 보았다지나가는 시간이 아까웠다불필요한 장면 없이 다 작품이다디테일한 표현에  놀랐다
유령선,2,ㅋㅋ간첩 영화 종북 3끼들
특별시민,8,난 지금 영화를 본것인가 다큐를 본것인가...
제인 도,8,한정된공간에서 구현된것 치고 지루하지않았고 스토리도 괜찮고 꽤 잘만든 영화라고 생각해요
듄,10,올해 최고의 영화!! 지루할 틈 없이 처음부터 끝까지 몰입해서 보게 되네요 파트2가 얼른 제작 되기를....그전에 원작소설도 찾아봐야겠습니다.
맥베스,9,세익스피어의 멕베스를 훌륭히 소화한것 같고 뛰어난 영상미가 좋았습니다
내일의 기억,10,서예지 연기 잘하네.. 난 까임 방지권 선사팬됐네
듄,3,오징어게임 9편 보는건 너무 쉬웠는데 이거 1편 보는건 너무 힘들다
듄,10,광활한 사막 제군 우주군 제복 그리고 티모시샬라메 사막쥐 미쳤다 이건 걍 내가 좋아하는거 다 때려박은 영화
"힘을 내요, 미스터 리",10,
듄,10,디스 이즈 온리 더 비기닝
십개월의 미래,10,"근래 보기드문 수작. 임신에서 출산까지 연결되는 카오스 상황을 위트 있게 담아내고 있다. 무거울 수 있는 메세지인데도 전달하는 방식이 세련되었다. 대한민국의 관련정잭 입안자, 대통령 후보,  출산에 대한 막연한 낭만적  정서에 휩싸여 있는 남성들은 꼭,꼭 보았으면 하는 바램이 있네. 물론 여성들도..."
어바웃 타임,10,사람들마다 각자 다른 하루하루를 살아간다는게 의미있다고 말해주는 것 같네요 중간부터는 계속 울었습니다..ㅠ
노회찬6411,10,그가 그립다 있어야할 사람은 없고 없어야할 사람은 있다
라스트 듀얼: 최후의 결투,8,600년전 그사건에서
듄,2,별1도 아깝네ㅋㅋㅋ이딴걸 보고있자니ㅋㅋㅋㅋ'나만죽을 수 없지' 댓글부대인가??
첫눈이 사라졌다,8,평점 내리는 인간들은 영알못(영화 알지도못하는) 인간들인듯.
혼숨,1,볼만 한거라곤 단 한개도 없음. 무섭기라도 하든지안무서우면 개연성이라도 있든지 느닷없이 시체나오고 악령은 왜튀어나오고 마지막에박피디는 왜 쳐웃는건지 다 이해도 안감
일루셔니스트,10,대박... 영화가 끝날때까지 나 자신도 완벽히 속았다는 사실을 알게되었다...
듄,10,러닝타임 흘러가는 줄도 모르고 엄청 집중해서 보게 되는 영상미와 연기력...진짜 대박이었습니다.
말리그넌트,1,존나 빻고 유치한 액션영화. 이거 공포라고 보러가지 마라ㅋ 헛웃음 나온다
듄,10,역시 드니 빌뇌브 취저!! 돌비ATMOS로 N차관람함. 3시간이 무슨 30분 처럼 후딱 지나칼만큼 몰입력 스릴감 최고였다. 2편 빨리 내줘요... 현기증나... 이런 SF 요즘 보기 힘들어...
듄,10,베놈도 보고 듄도 봤지만 배우는 잘못없음 감독의 차이인듯
듄,10,새로운 우주의 이야기를 담담히 잘풀어낸 스케일 큰 영화. 꼭 영화관에서 보는 것 추천. 이런 영화 오래 기다렸음
소리도 없이,1,진짜 영화 전개가  어후 보지마세여
랑종,1,"곡성 감독 영화니 뻔하겠으나, 태국 무속은 어떤가 하는 맘으로 봤지만 별거 없었고 보고있는 중에도 심심한 영화. 끝에는 좀비물로 전환. 이도저도 아무것도 없는 영화. 볼거는 예상밖의 배우들 연기력뿐."
듄,2,재밌다는 사람이 의외로 많네? 사람마다 취향이 다르다지만 꽤나 많네내가 이영화 넘 보고싶어서 친구 3명 영화비까지 내주면서 같이 봤는데 나도 노잼이라 생각했지만 친구들한테 죽을뻔했음.... 한마디로 나까지 포함 4명중에 단한사람도 재밌다고 한사람이 없는데 여긴 왜케 많은것같지? 알바들이세요?
다세포 소녀,10,인터스텔라의 우주적 사랑의 힘만큼 가슴이 따뜻해지는 영화입니다.. 꼭 보셔요 최고입니다
노회찬6411,10,꼭 보세요 ㅜㅜ 추천합니다
내 사랑,10,아름다운 한편의 그림이었다
듄,2,"후....여주는 전혀 신비하지 않고, 웅장하게 보이려는 OST 뿐"
듄,2,시간 남아도는 사람들만 보길...정 보고 싶으면 OCN에서 보길...
그것만이 내 세상,10,영화소개 프로그램 에서만 봐서 대략 스토리는 대충 알았지만 미루다가 이제 시청하게 되었내요.코믹영화지만 감동이 있고 스토리가 있내요..여기에 주인공들의 연기까지 더해져서너무 재미있고 감동적이었습니다.
그것만이 내 세상,10,영화소개 프로그램 에서만 봐서 대략 스토리는 대충 알았지만 미루다가 이제 시청하게 되었내요.코믹영화지만 감동이 있고 스토리가 있내요..여기에 주인공들의 연기까지 더해져서너무 재미있고 감동적이었습니다.
나랏말싸미,1,이다지선생님 역사강사란 분이 이런영화 홍보하셨네요 그리고 인스타에올린 사과문은 삭제하시고.. 나무위키도 다 지웠네요 ㅋㅋ
베놈 2: 렛 데어 비 카니지,1,다음편도 이따위로 만들거냐~~!! 베놈1보다 더 못하고 카니지 나온대서 청불기대했는데... 다크+진지 기대했는데 짱구는못말려 극장판 수준의 아동영화인줄....!!! 으휴... 주인공 톰하디 매력 아니었음 진짜 흥행도안할 쓰렉임
방법: 재차의,10,
라스트 듀얼: 최후의 결투,7,모처럼 CG가 없는 진짜 사람과 말과 마차가 나오는 영화를 보았다! 혹자는 글레디에이터와 비교하시지만 중세라는 배경을 제외하고는 규모가 다른 이야기 아닌가???장군  vs 황제개인 vs 개인난 오래간만에 진짜 사람들이나오는 영화를 보니 매우 재미있었습니다.그리고 진짜 DUEL!!!단 두번 볼 정도는 안됩니다.
매드맥스: 분노의 도로,10,2015년 최고의 명작
컨저링 3: 악마가 시켰다,2,하나도 안 무서웠어요 공포가 아니고 소설 내용이나 판타지같은 느낌 미국 드라마 같았음 연출도 무섭다가 아니고 일부러 놀래키려고 하는 악의적인 연출같은 느낌이 강해서 별루 그냥저냥 재미는 있었는데 제가 기대한 방향이랑 전혀 달라서요
내츄럴,10,"1987년작.. 35년전 작품이란게 놀라움으로.. 두시간이 넘는 러닝타임이 짧게 느껴질정도.. 은총탄의 미스터리한 그녀.. 리즈시절의 킴베싱어.. 변함없는 레드포드까지.. 감독,수석코치 배역이 소금같은 웃음코드로.. 당시, 레드포드 나이가 50대였던것으로 알고있는데.. 30대 중후반의 야구선수가 잘 어울리던.. 야구 그이상의 작품.. ^^"
듄,10,코로나시대에 미래에 대한 상상을 주는 영화
베놈 2: 렛 데어 비 카니지,4,"쿠키를 위한 영화, 톰하디를 데리고 이런 영화를..."
듄,9,"드니 빌뇌브 연출, 한스 짐머 음악, 티모시 샬라메 주연안볼 이유가 없다, 올해 최고 영화!!!"
전우치,9,이름만 들어서 유치할꺼 같았는데 생각보다 더 재밌었다 강동원 리드시절이라 더 잘생긴것 같고 임수정도 반전이 있어서 좋았고 몰입감도 최고인듯 왜 이제서야 봤나 싶네 cg도 자연스럽고 우리나라 히어로물중에서 원탑인듯
아이 엠 마더,9,짧은 시간에 무적의 마더가 되는게 쉽지 않았을텐데 한편으로 피해를 입고나서 복수하기위해 무적이 될수밖에 없었던 마더가 안타까우면서 자연스레 응원하게됨
모가디슈,9,김윤석 배우님 연기는 정말 좋아요ㅎ조인성 배우도 좋았구요ㅎ배우님들 모두 연기 좋았습니다^^
호텔 르완다,10,모가디슈 보다가 어쩔 수 없이 호텔 르완다가 생각남. 모가디슈도 괜찮은 영화인건 맞는데 역시나 자본이 딸려서 그런지 현지로케 스케일이 작아서 좀 답답한 느낌이 들었음. 호텔 르완다 오랜먼에 다시봐야지.
듄,3,"영상미 좋고 액션에 칼리 크라브마가 넣은덕에 멋있었다만, 원작을 몰라서 그런지 이해가 안되고 내용도 없는것 처럼 느껴지네요."
라스트 듀얼: 최후의 결투,10,이 명작을 극장에서 혼자봄  상영관 넘업드라 마지막 여자 시점에서 일부러 쌈붙인건가 했는데 결국은 하긴했네 그리 시점에선 유혹한 묘사나 오해일줄 알았는데 어쨌든 두놈다 여자에겐 폭압적인..
마이 시스터즈 키퍼,10,정말 많은걸 생각하게되는 감동적인 영화입니다 카메론디아즈의 새로운 모습도  조았습니다
베놈 2: 렛 데어 비 카니지,5,죽어가던 영화를 쿠키영상이 숨을 붙여놨음.1편을 극장에서 보고 후회했는데 2편도 극장에서 보다니 내가 미쳤지...
아수라,10,영화와는 반대로 개돼지들이 결사옹위하니...어디에서 추락할지 흥미진진 합니다. 2탄...찟어진 나라 머한민국
올드,10,누군가에게는 휴일이 악몽이 되었지만 누군가에게는 악몽같은 휴일이 낙원이 되었다.
듄,10,"소설 안읽고 갔는데도 정말 인상깊고 재밌었습니다.드니 빌뇌브 감독 영화 컨택트를 정말 재밌게 봐서 기대하고 갔는데 역시 기대를 저버리지 않는 연출, 배우들 연기, 그리고 한스 짐머의 ost까지..곧 다시 보러 갈 예정입니다."
분노의 질주: 더 얼티메이트,9,스토리를 따지는 영화는 아니지만 우주씬은 쫌
예의없는 것들,8,똬! 뢍! 훼...하균이형의 명대사가 아직도 나를 따라다닌다.
듄,10,와 음악은 말 할 것도 없고 영상미 최고에요 저는 제 인생영화로 바로 꼽았습니다...
스타게이트,9,저 색다른 빌런이 가히 충격적이었다. 미드도 보고 싶어지는 영화
원티드,10,이런 류의 액션 영화는 많아져야 한다.
아이덴티티,10,이건 봐야한다 보세요보세요
기억의 밤,10,시간 가는줄 모르고 봄 보세요!!
수색자,9,폐쇄집단인 군대의 어두운 면을 탄탄한 스토리와 배우들의 좋은 연기로 잘 표현한 영화
듄,10,"반지의 제왕과 해리포터,스타워즈에 이어 2020년대 판타지,SF,스페이스 오페라의 새로운 획을 그을 작품. 감독 특유의 영상미와 미장센의 조화, 음악과 캐릭터들의 감정선은 긴 러닝타임이 지치지 않을 수 있도록 해주는 원동력이 된다. 내가 단순히 관객이 아니라 폴의 여정에 함께하는 듯한 느낌을 받게 해줬다."
"아이, 로봇",9,2004년에 이런 영화를??근데 2021 지금 봐서 그런지 약간 진부한 소재와 전개라고 생각할 수도 있을듯?
꽃다발 같은 사랑을 했다,10,안오글거리고 적당한 영화 . 꽤나 현실적이면서 따숩다ㅔ
007 노 타임 투 다이,9,사핀의 명분이 부족하고 몇장면 외엔 전 만족합니다 이젠 다니엘 삼촌을 보내줄 때가 왔네요.. 마냥 쎄기만한 주인공이 아니라 인간적인 면을 보여주는 게 마음에 들었고 아직도 여운이 남네요
화이 : 괴물을 삼킨 아이,10,보고 보고 또 봐도 늘 새롭고 빠져드는 영화
기적,10,진짜 너무 재밌음 연기는 말 할 것도 없고 스토리가 너무 좋아요 중간중간 웃음포인트도 있고 울다가 좀 그치면 울고 또 울고 영화보면서 이렇게 많이 운 적은 처음이에요 제발 보세요..
타다: 대한민국 스타트업의 초상,2,공짜  택시면허   수천억 날아갔네  허공으로
듄,10,스토리는 원작책이나 오래된 영화보신분 이라면 뭐 딱 그내용인데 드니빌뇌브 감독 특유의 연출과 웅장한 OST는 영화관이 아니면 온전히 느낄수가 없는영화2부가 기대된다
베놈 2: 렛 데어 비 카니지,10,리뷰안좋길래 그래재미없나 하면서 봤는데 딱히모르갰고 재밌었음
그 여름 가장 조용한 바다,10,이 시대 봐야할 최고의 레트로 감섬 영화. 주구장창 흐르는 OST는 두고두고 담아 들을 정도. 여운 깊은 이야기.
깡철이,9,배우들의 연기력을 감탄하면서 보게 된 영화. 아무리 발악하여도 세상은 도와주지 않는다는 것을 보여준 영화이다. 밥으로 낭만은 먹을수 없다고 하였지만 우리는 낭만을 먹는다는 것을 보여준다.
일루셔니스트,8,아니 도대체 경감님은 공연을 몇번이나 보는거야 매일 보러가네ㅋㅋㅋㅋ
듄,9,영화관의 존재 이유.  발레리안: 천 개 행성의 도시의 사막 버전을 본거 같았다. 긴 러닝 타임에도 불구하고 전혀 지루하지 않고 몰입해서 봄.
듄,10,2편 빨리 보고싶다 올해 개봉작 중 무조건 1등이다
사랑을 하는 여자 - 창녀,8,나름 반전 있는 영화. 대화씬의 몰입감이 장난아니다. 음악이 인상깊다.
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,10,"하 진짜 너무 재밌게 봣다,,서른 먹고 짱구 보고 눈물 핑 ㅠㅠ정말 재밌어요 강추에 강추!!!"
고지전,10,
가루지기,8,지금보니 나쁘지 않은데? ㅋㅋ 마냥 성인물도 아닌게 재밌네
마담 싸이코,8,ㅠㅠ 아 심장 쫄려 죽을 뻔 했네 별 생각 없이 봤다가 긴장감에 화장실도 못 간 영화 ㅜㅜ
승리호,10,이정도면 재밌는뎅??
남과 여,8,결혼과 육아를 경험하기 전과 후의 감상이 달라지는 영화...안되는거지만 한번쯤은 이루어지길 간절히 기도했었다..
벤자민 버튼의 시간은 거꾸로 간다,7,인생에 대해 생각해보게 하는 영화는 많고.. 소재가 신선하긴 했지만이렇게까지 높은 평점은 이해가 좀 안 감..내 기준 7.5 정도
듄,10,영화가 길지만 길지가 않다.
듄,6,러닝타임 넘 길어서 보는데 힘들었다
남자가 사랑할 때,10,영화보면서 운적없는데 이거보고 팡팡움
노팅 힐,10,휴그랜트 입장에서 스토리는 이어지지만 감정은 줄리아로버츠에게 빙의됨ㅠ 둘다 OOO기 ㅠ
타짜: 원 아이드 잭,9,킬링타임.. 잔인 잔혹 갑작스런 죽음..
브라더,1,렉서스 협찬은 왜해준거지 ....???렉서스 협찬? 감독은 매국인가 ?애국자 인가? 액션 장면 임팩트는 슬로우 모션인가 진운 코만 본거 같아.ㅡㅡ
듄,1,일단 블레이드러너를 재미없게 봤다면 이 작품도 건너 뛰어야 할것 같다....영상미나 그런건 괜찮은데 내용이 좀 늘어지며 지루하다....딱 블레이드러너 보는 느낌....뭔가 완전 나쁘진 않은데 터지는게 없고 그냥 러닝타임만 긴 느낌....6점 정도가 적당한데 평점 조절용으로 1점줌...
베놈 2: 렛 데어 비 카니지,8,에디와 베놈의 부부싸움 귀여워
롱 리브 더 킹: 목포 영웅,10,오태식 후속편 아주 좋아
베놈 2: 렛 데어 비 카니지,10,너무너무 재밌음 근데 평점 왜이럼..?
수색자,2,DP 잘되는거 보고 부랴부랴 찍었나? 완성도르 떠나서 접근방법 자체가 별로
택시운전사,1,난 진실을 알고싶다
모가디슈,1,류승완의 색는 바랬고 어중간한 정치색은 잿빛이 되어 죽도밥도 아닌 졸작
나의 첫 번째 슈퍼스타,10,
흐르는 강물처럼,9,완벽하게 알지 않아도 온전하게 사랑할 수 있습니다.
베놈 2: 렛 데어 비 카니지,10,연기 멋지고 노래도 멋집니다 쿠키는 미쳤.
더 포가튼 배틀,9,올드하지만 나름 볼만한 영화.씁슬하기도 무겁긴도 하지만 나름 볼만한 영화.
수상한 그녀,10,워뗘? 후달려? 마지막장면 완전 좋음
듄,10,모든것이 거의 완벽! 역시 드니 빌뇌브!
위대한 쇼맨,10,가슴벅차고 따뜻한 멋진 영화
수색자,2,하 정말 이런걸 영화라고
파이란,10,오랜만에 감동적인 영화를 봤네요. 장백지 착하고 이쁘고 최민식 연기력은 역시 인정
콜보이,10,
데몰리션,9,다시 짓기 위해....
베놈 2: 렛 데어 비 카니지,6,가볍게 킬링타임으로 봤어요
수상한 그녀,10,인생에 대해 다시끔 생각하게 해 준 영화
듄,6,전개가 너무 느림 모든장면이 슬로우 모션인줄.. 그러나 영상미와 음향은 정말 웅장하고 멋짐
애프터,10,그냥 한 마디로 정의내리자면제 인생영화에요
듄,6,정말재미있어지려하는데 끝나버리는  월화드라마같은영화. 다음주가아니라 몇년을기다려야하는거야..  영화는 이야기를시작하기전  에필로그에 불과한 것에 실망.  결론도  본론도 시작하기전에 끝나버리고 다음편을 기다리게하는영화를 싫어하는사람은 절대보지말것
콜 미 바이 유어 네임,10,원작 꼭 보는 걸 추천합니다
말리그넌트,10,말해 뭐해 ㅋㅋ후반부부터 몰아쳐서 재밌었음
베놈 2: 렛 데어 비 카니지,10,
그을린 사랑,9,설명을 할수없음. 직접 관람해보길
듄,10,"프롤로그 느낌이라 스토리 전개는 느렸지만 배우들의 연기와 사막의 정경, 그리고 듄덕후 한스 짐머의 OST가 매우 멋있었다. 2편이 더욱 기대되는 영화"
듄,7,영상미만 보자면 10점만점. 영화와 원작은 별개로 봐야하지만 원작팬으로써 스토리 진행이 너무 빠르다. 원작을 모르는 사람들은 스토리를 따라갈수 있을까하는 의문. 너무 방대한스토리를 줄이기 위해서 큰틀만 유지하고 여기저기 각색을 해놨지만 캐릭터묘사는 불친절하고 영상미에만 목숨걸었다.
천문: 하늘에 묻는다,10,
랑종,4,인도 여자 좀비 패러디물
존 말코비치 되기,10,7.8층 이라는 설정부터 좋았음
하녀,10,
담보,10,
듄,10,어벤져스 이후로 손꼽아 기다릴 시리즈물의 등장! ! 후속작이 너무 기대됩니다!!
듄,1,돈을그냥 길바닥에 버려서 남주는게 낫겠다. 알바를 얼마나 풀었는지 점수보고 한번 더놀람 보는중간에 나온영화는 46년살면서 이번이 두번째다. 내용도 없고 화면은 어두컴컴 우울하고 배경음악은 기괴하고 귀아퍼서 이명이 생길지경이고. 아직까지 모래가 몸에 기어다니는거같다.
듄,10,완벽한 오각형.
더 길티,10,같은 장면 같은 인물만 나오는데 이렇게 몰입도가 강할수있는건 질렌할 연기가 다 했다내용도 보통 고구마도 고구마 근데 연기력때문에 여운이 강하게 남는 그런 영화
국가대표,10,‘레전드’ 그 자체라고 할수 있는 영화
듄,1,이게 대서사시의 서막이라 그런가 모르겠는데.... 그냥 노잼 이었음 지루하고. 그리고 10000년이 넘은 미래시대인데 왜 칼싸움을 하냐?? ㄹㅇ 맘에 안듬
듄,10,너무 재미있어요 이편 강추
듄,10,"배우들의 포스, 리얼한 cg, 한스짐머의 음악이 크으~~ 지루하다는 평 많이 봤는데 시리즈영화 특징이 초반에 세계관이나 등장인물 소개 하는 시간 때문에 루즈하게 느꼈을거 같은데 저는 1분도 지루하지 않앗어요 다음편이 너무 기대되요!!정말 재밌게 봤어요관람전 등장인물이나 줄거리를 알고 가시면 보기 편해요그리고 한스짐머 와… 너무 가슴이 뻐렁침"
듄,2,"너무 길고 지루함. 서기 만년이 지났는데 황제, 제국, 귀족이 웬 말? 중세도 아니고 그렇게 먼 미래에 봉건주의라니 어이 없음."
넌 실수였어,9,여주가 너무 민폐여서 조금 짜증유발이긴 하지만빵터지게 재밌음
기적,10,여자친구랑 웃고 울면서 봤네요 진짜 재밌어요.! 굿
수색자,10,이 나라를 지키는 군인들의 처우가더욱 개선되길 바랍니다.나라지키는 모든 장병들 응원합니다.
라스트 듀얼: 최후의 결투,8,"각자의 시선,미묘하지만 큰 차이,진실은 중요하지않다."
변신,2,아니 무슨 구마한다고 외국에서 가장 높으신 분 데려와놓고 차사고로 3분컷 해버리는게 스토리임??? 그장면 왜 넣은건지... 쓸모도 의미도 0
듄,10,
파수꾼,10,
듄,7,"2편이 기대됨. 솔직히 기승전결중에 기,승만 쭉 늘려놓은 느낌이라서 보는 내내 재미있거나 그런건 아닌데, 웅장한 서사시의 시작이라고 생각하면 볼만 함. 제발 2편에서는 그 복선들이 다 포텐터지듯 터져서 재밌길.."
듄,10,전쟁의 서막. 처음에는 뭐가 뭐지? 하는데 보다보면 자연스레 이해가 다 됌. 빨리 파트2  보고싶음
지금 만나러 갑니다,10,"간만에 눈물 쏙 뺀 영화, 너무 감명깊게 잘봤습니다."
말할 수 없는 비밀,10,대만 감성때문에 좋아하는 대만 영화는 많지만 그 많은 영화들중에 탑이다 언제봐도 정말 명작
베놈 2: 렛 데어 비 카니지,6,"좋은 배우들을 데려다 놓고 살리지 못한 영화. 연기나 연출이 잘못 된건 아니나, 마블이 지금까지 후속편에서 전편의 놓친 부분까지 다시 궁금하여 보게했던 깊은 캐릭터 세계관을 보여준 것에 비해 너무 가볍고 연관성이 없는 액션들로 채워진 가볍게 즐기기 좋은 영화. 쿠키 영상이 그나마 살렸다."
듄,10,다음편이 기대가됩니다
더 포가튼 배틀,10,
그을린 사랑,10,반전의 반전 ㅎㄷㄷ 끝까지 꼭 보시길...
듄,10,역대급 영화 나왔네 2편 언제나옴?
몬스터,8,"웃으면서 봤네,,,공포물인데,,,"
내 친구의 소원,6,이거 영국 어디 지방 사투리지? 진짜 알아듯기 힘드네.
듄,10,
금발이 너무해,10,엘 우즈의 발랄함에 나까지 괜히 상큼해졌다!용기와 믿음을 얻을 수 있는 즐거운 영화。
퀸 오브 뱀파이어,10,그래서 데이비드는 살았을까
메가마인드,10,즐겁게 본 애니메이션。
말레나,10,
"어쩌다, 결혼",5,재미없음 카메라무빙이라고해야하나 연출이 뭔가 촌스럽고 연기 못하고 어색해보이게 만드는것같기도하고 뭔내용인지도 모르겠다 감상포인트도 딱히없음
007 노 타임 투 다이,10,다니엘 크레이그가 연기한 007은 절대 잊을 수 없을 것 같네요.
수상한 그녀,10,
티파니에서 아침을,10,나의 꿈을 만들어준 영화。
아이 오브 더 스톰,6,사랑하는 가족이 멀리 떨어져서 보살핌을 받지 못하면 남보다 못하다. 그래서 돈이 최고다
미드나이트,10,너무 배우들이 연기를 잘함
마녀,10,2편은 언제나오나요?? 빨리나왔으면 좋겠습니다
이터널 선샤인,8,그냥 오케이라고 해주면된다. 그게 그냥 전부다. 행복했고 사랑했다는 것 그리고 아직도 사랑한다는 것만 알고있다면 다 괜찮은게 아닌가…
벤자민 버튼의 시간은 거꾸로 간다,10,잘자 벤자민잘자 데이지평생을 사랑해도 모자란 사랑이밤에 눈물한바가지…
라스트 듀얼: 최후의 결투,10,"보는내내 답답하고 찝찝했는데 그만큼 영화를 잘 만들었다는 증거,,"
독전,10,배우들 연기력 쩐다^^
듄,10,영화 잘 만들었네요!오랜만에 집중해서 봤네요!
듄,10,소설의 탄탄한 스토리를 절제해 영상으로 재현해내는데 성공했고 음악과 영상미가 아주 뛰어납니다.
듄,10,영상과 음악에 압도된다. 2편을 위한 베이스 느낌
내가 날 부를 때,6,Sister
마녀,10,2편 도데체 언제 나오나요 ㅠㅠㅠ
제3공화국,8,걸작 드라마다...
노회찬6411,10,"그의 마지막 ""9m 비행"", 눈물 없이 볼 수 없는 그의 ""숭고한 희생"""
바스티유 데이,7,스토리와 다소 억지스런 액션부분만 다듬으면..
듄,1,??평점남긴애들 목소리에 세뇌당함? 내 인생에서 제일 노잼이었던 영화. 두시간반 앉아잇느라 욕창생길뻔 듄나 개노잼
듄,7,칼싸움 빼고는 괜찮았다.
싱크홀,1,이걸 재밌게 보는 사람들도 있구나…
듄,2,"듄 팬보이 아니면 볼 이유가 없음. 액션 형편없고, 무겁거나 거대한 장면도 아닌데 나 대작이야! 라고 외치려는 거슬리는 ost 배치, 최소한 황제 하코넨 아트레이데스 가문의 정치적 얽힘에 대한 설명이 소설의 10분의 1도 안나옴. 영화적 재미가 없어도 너무 없지만 황폐한 영상미만 있는 작품임."
베놈 2: 렛 데어 비 카니지,4,화려한 악당의 등장과 초라한 영화의 상태
프리 가이,10,기분이 좋아지는 영화에요 ㅎㅎ
노회찬6411,1,이런 영화를 만드는 사람들은 국민을 더이상 바보로 생각지 말았으면 좋겠다.
마녀,10,와~재밌어요..2편도 만들어 주세요~
바이올렛 에버가든 - 영원과 자동 수기 인형 -,10,우정맞아요...?  진짜로...?
담보,10,러닝 타임 113분 중 100분은 울면서 봤다.. 탈수증세가 올수도 있으니 주의 요함...
라스트 듀얼: 최후의 결투,10,이 영화는 미쳤어요.. 재미있는건가? 하고 보다가 끝나고 자리에서 일어서는 순간 진짜 미쳤다... 라는 말만...
007 노 타임 투 다이,1,와 진짜 리뷰 첨 적게 만든 영화 007시리즈 거의다 봤는데 이번 껀 80년대 김청기 감독 우뢰매 보다 더 부실한 스토리 !!
듄,4,다음 주자 있다고 개판으로 뛰는 꼴. 그러다 바톤 떨어뜨릴라
생일,10,
베놈 2: 렛 데어 비 카니지,4,초반엔 지루한 스토리지나치게 넣은 우정 이야기생각했던 것보다 짧은 둘의 액션씬그러나 쿠키영상만큼은 좋았음
듄,2,진짜 비추. 옛날영화 불가사리 미래버전인듯한 느낌. 진짜 재미없고 보는내내 지루해 죽는줄 알았음.
귀문,8,점프스퀘어에 의존하는 공포감은 별로지만 설정에 대한 건 꽤 흥미 있었음.
집결호,1,타이완 넘버원...
푸른 호수,8,도람뿌야말로 악의축
듄,10,연기 연출 OST 미학 다 훌륭하다. 3시간이 순삭된 느낌. 앉은 자리에서 파트2 3시간 더 보라고 해도 볼수 있을듯.
마녀,10,
듄,8,오랜만에 앞으로의 전개가 기대되는 판타지물
올레,10,이영화 진짜 너무 잼있게 봤습니다 나이가 들어 지금 제 또래랑 비슷한 주인공들과 예전 학교때 친구들과 놀던 그때로 돌아가서 예전 청춘 추억을 느끼게 해주는 영화였던거 같아요 너무 화면도 제주도라 이뻤고 마음도 눈도 힐링이 되는 그런영화였습니다 정말 강추입니다~!! 많이웃었고 행복한 영화네요 요근래 영화중에서도 개인적으론 최고의 영화였습니다!
듄,10,
듄,8,스크린을 통한 시네마 존재의 이유.
듄,10,감독이 너무 뿌려놔서 어떻게 정리할 건지 기대되면서 걱정도 되네요..
우리 손자 베스트,10,"오늘 우리가, 잃은 것은 무엇인가, 버린 것은 무엇인가"
첫눈이 사라졌다,1,그냥 아주 많이 개같은 영화
투캅스,6,어릴때 추억 생각사서 잠안자고케이블에서 하는것 봤는데어릴때 진짜 배잡고 웃었는데지금은 몇번안웃네 ㅋㅋ기억에 남는것 카메오 출연한의리 식혜 형님 옛전에는 존잘이네 ㅋㅋㅋ
"광해, 왕이 된 남자",10,
한창나이 선녀님,10,간만에 본 독립 다큐 영화인데 따뜻함과 감동의 여운이 남네요. 한번쯤 나이들어 나의 남은 여생에 대한 생각을할수 있게한 영화네요.
어서오시게스트하우스,8,어쩌면 저도 겪을 수도 있는 상황이겠죠해야하는 것과 하고싶은 것은 다르니까요너무 잘봤습니다
수색자,4,개연성이 뚝뚝 끊김. 연기력 아쉽.
낙원의 밤,2,별한개도 아까워요. 대본을 발로 썼나요?
살인자의 기억법,4,다 좋은데 마지막 격투씬은 좀 애러인 듯. 총으로 아무데나 쏴도 끝나는 게임을... 게다가 오달수가 부른 경찰은 언제 도착하는 거임?
가타카,10,
엑시트,10,"와 이게 뭐라고 몰입도 최고,, 긴장감 쩐당 윤아 연기도 잘 소화해서 놀랐음 ㅋㅋ"
듄,1,스토리 이해도 안되고 영상 대부분이 어두워서 잠 잘옴
라스트 듀얼: 최후의 결투,10,보는 내내 눈을 띌수없습니다
듄,8,영상미 음향 연출 예술작품보는것 같았음. 영화 가 아니라 실제인 것만 같은 그런 느낌. 여자친구는 숙면하고 나옴. 잠만잤냐고했다가 지금싸우고 집들어가는길
노크: 낯선 자들의 방문,8,평점이 낮아서 기대 안 하고 봤는데 생각보다 스릴도 있고 볼만했습니다.러닝타임도 짧아서 그냥 가볍게 보기 좋은것 같아요.~~
듄,6,"연출은 죽이지만, 서사가 진부하고 흐름이 느리다. 등장 인물의 소개에 과한 공을 들이고 가장 중요한 서사는 힘을 잃는다. 꿈(암시), 땅속의 괴물, 아버지의 죽음, 복수, 운명을 타고난 자. 이 얼마나 많이 보던 그림이냐. 아바타나 매드맥스 같은 영화 보면서 좀 더 다듬었어야 한다. 미쟝센도 프로메테우스와 흡사하다. 음악과 연출이 아니었으면 정말 맹탕이 될 뻔했다."
아수라,2,"기대하고 봤는데, 잔인해도 공감이 되는 영화가 있는데, 이건 1도 공감이 안되네요. 시간 아까운 더섭기만 한 영화!!!"
듄,10,"기대 안했는데 웅장함에 시간가는줄 모름2,3도 기대된다그리고 티모시에 입덕 ㄷㄷㄷ 아맥은 신의한수사전 배경 설명 영상은 보고간게 좀더 이해가 편함"
한창나이 선녀님,10,큰 기대 없이 봤는데 감동이 있네요. 눈물도 나고 감동도 있었습니다. 뒷 이야기가 더 궁금해지네요.
베놈 2: 렛 데어 비 카니지,3,청불해야해 이건
